seq_page_links;heading;content;house
http://parlament.ba/olaw/OLawDetails?lawId=61404;Red. br. i datum sjednice - tačka dnevnog reda;;PS
http://parlament.ba/olaw/OLawDetails?lawId=61404;Konačni status u PSBiH;Povučen;PS
http://parlament.ba/olaw/OLawDetails?lawId=61404;Saziv;VII. (2014. - 2018.);DP
http://parlament.ba/olaw/OLawDetails?lawId=61404;Naziv dokumenta;Prijedlog zakona o dopunama Zakona o zastavi Bosne i Hercegovine;DP
http://parlament.ba/olaw/OLawDetails?lawId=61404;Broj i datum Prijedloga zakona;01-02-1-1177/18, od 14.5.2018.;DP
http://parlament.ba/olaw/OLawDetails?lawId=61404;Predlagač;Saša Magazinović;DP
http://parlament.ba/olaw/OLawDetails?lawId=61404;Postupak u PDPSBiH;Hitni;DP
http://parlament.ba/olaw/OLawDetails?lawId=61404;Status i faza postupka;Povučen - PZ povučen;DP
http://parlament.ba/olaw/OLawDetails?lawId=61221;Naziv dokumenta;Prijedlog zakona o izmjenama i dopunama Zakona o krivičnom postupku Bosne i Hercegovine;PS
http://parlament.ba/olaw/OLawDetails?lawId=61221;Saziv;VII. (2014. - 2018.);PS
http://parlament.ba/olaw/OLawDetails?lawId=61221;Broj i datum Prijedloga zakona u DNPSBiH;02-02-1-1028/18, od 20.4.2018.;PS
http://parlament.ba/olaw/OLawDetails?lawId=61221;Broj i datum Prijedloga zakona u PDPSBiH;01-02-1-1028/18, od 12.9.2018.;PS
http://parlament.ba/olaw/OLawDetails?lawId=61221;Predlagač u DNPSBiH;Halid Genjac;PS
http://parlament.ba/olaw/OLawDetails?lawId=61221;Predlagač u PDPSBiH;Dom naroda;PS
http://parlament.ba/olaw/OLawDetails?lawId=61221;Status u DNPSBiH;Usvojen;PS
http://parlament.ba/olaw/OLawDetails?lawId=61221;Red. br. i datum sjednice - tačka dnevnog reda;42.,   11.9.2018. Ad. 3.;DP
http://parlament.ba/olaw/OLawDetails?lawId=61221;Status u PDPSBiH;Usvojen;DP
http://parlament.ba/olaw/OLawDetails?lawId=61221;Red. br. i datum sjednice - tačka dnevnog reda;11.,   17.9.2018. Ad. 1.;DP
http://parlament.ba/olaw/OLawDetails?lawId=61221;Konačni status u PSBiH;Donesen i objavljen;DP
http://parlament.ba/olaw/OLawDetails?lawId=61221;Naziv objavljenog dokumenta;Zakon o izmjenama i dopunama Zakona o krivičnom postupku Bosne i Hercegovine;DP
http://parlament.ba/olaw/OLawDetails?lawId=61221;Broj i datum objavljenog dokumenta;01,02-02-1-1028/18 , od 17.9.2018.;DP
http://parlament.ba/olaw/OLawDetails?lawId=60882;Naziv dokumenta;Prijedlog zakona o izmjenama Zakona o krivičnom postupku Bosne i Hercegovine;PS
http://parlament.ba/olaw/OLawDetails?lawId=60882;Saziv;VII. (2014. - 2018.);PS
http://parlament.ba/olaw/OLawDetails?lawId=60882;Broj i datum Prijedloga zakona u DNPSBiH;02-02-1-794/18, od 21.3.2018.;PS
http://parlament.ba/olaw/OLawDetails?lawId=60882;Predlagač u DNPSBiH;Ljilja Zovko, Zdenka Džambas, Bariša Čolak, Mario Karamatić;PS
http://parlament.ba/olaw/OLawDetails?lawId=60882;Status u DNPSBiH;Povučen;PS
http://parlament.ba/olaw/OLawDetails?lawId=60882;Red. br. i datum sjednice - tačka dnevnog reda;;PS
http://parlament.ba/olaw/OLawDetails?lawId=60882;Konačni status u PSBiH;Povučen;PS
http://parlament.ba/olaw/OLawDetails?lawId=60882;Saziv;VII. (2014. - 2018.);DP
http://parlament.ba/olaw/OLawDetails?lawId=60882;Naziv dokumenta;Prijedlog zakona o izmjenama Zakona o krivičnom postupku Bosne i Hercegovine;DP
http://parlament.ba/olaw/OLawDetails?lawId=60882;Broj i datum Prijedloga zakona;02-02-1-794/18, od 21.3.2018.;DP
http://parlament.ba/olaw/OLawDetails?lawId=60882;Predlagač;Ljilja Zovko,Zdenka Džambas,Bariša Čolak,Mario Karamatić;DP
http://parlament.ba/olaw/OLawDetails?lawId=60882;Postupak u DNPSBiH;Skraćeni;DP
http://parlament.ba/olaw/OLawDetails?lawId=60882;Nadležna komisija;Ustavnopravna  komisija;DP
http://parlament.ba/olaw/OLawDetails?lawId=60881;Naziv dokumenta;Prijedlog zakona o izmjenama Zakona o krivičnom postupku Bosne i Hercegovine;PS
http://parlament.ba/olaw/OLawDetails?lawId=60881;Saziv;VII. (2014. - 2018.);PS
http://parlament.ba/olaw/OLawDetails?lawId=60881;Broj i datum Prijedloga zakona u PDPSBiH;01-02-1-791/18, od 21.3.2018.;PS
http://parlament.ba/olaw/OLawDetails?lawId=60881;Predlagač u PDPSBiH;Nikola Lovrinović;PS
http://parlament.ba/olaw/OLawDetails?lawId=60881;Status u PDPSBiH;Odbijen;PS
http://parlament.ba/olaw/OLawDetails?lawId=60881;Red. br. i datum sjednice - tačka dnevnog reda;61.,   17.5.2018. Ad. 20.;PS
http://parlament.ba/olaw/OLawDetails?lawId=60881;Konačni status u PSBiH;Odbijen;PS
http://parlament.ba/olaw/OLawDetails?lawId=60881;Saziv;VII. (2014. - 2018.);DP
http://parlament.ba/olaw/OLawDetails?lawId=60881;Naziv dokumenta;Prijedlog zakona o izmjenama Zakona o krivičnom postupku Bosne i Hercegovine;DP
http://parlament.ba/olaw/OLawDetails?lawId=60881;Broj i datum Prijedloga zakona;01-02-1-791/18, od 21.3.2018.;DP
http://parlament.ba/olaw/OLawDetails?lawId=60881;Predlagač;Nikola Lovrinović;DP
http://parlament.ba/olaw/OLawDetails?lawId=60881;Postupak u PDPSBiH;Skraćeni;DP
http://parlament.ba/olaw/OLawDetails?lawId=60881;Nadležna komisija;Ustavnopravna komisija;DP
http://parlament.ba/olaw/OLawDetails?lawId=60835;Naziv dokumenta;Prijedlog zakona o dopunama Okvirnog zakona o visokom obrazovanju u Bosni i Hercegovini;PS
http://parlament.ba/olaw/OLawDetails?lawId=60835;Saziv;VII. (2014. - 2018.);PS
http://parlament.ba/olaw/OLawDetails?lawId=60835;Broj i datum Prijedloga zakona u PDPSBiH;01-02-1-762/18, od 16.3.2018.;PS
http://parlament.ba/olaw/OLawDetails?lawId=60835;Predlagač u PDPSBiH;Mirsad Đonlagić;PS
http://parlament.ba/olaw/OLawDetails?lawId=60835;Status u PDPSBiH;Odbijen;PS
http://parlament.ba/olaw/OLawDetails?lawId=60835;Red. br. i datum sjednice - tačka dnevnog reda;62.,   30.5.2018.,  20.6.2018.,  5.7.2018. Ad. 6.;PS
http://parlament.ba/olaw/OLawDetails?lawId=60835;Konačni status u PSBiH;Odbijen;PS
http://parlament.ba/olaw/OLawDetails?lawId=60835;Saziv;VII. (2014. - 2018.);DP
http://parlament.ba/olaw/OLawDetails?lawId=60835;Naziv dokumenta;Prijedlog zakona o dopunama Okvirnog zakona o visokom obrazovanju u Bosni i Hercegovini;DP
http://parlament.ba/olaw/OLawDetails?lawId=60835;Broj i datum Prijedloga zakona;01-02-1-762/18, od 16.3.2018.;DP
http://parlament.ba/olaw/OLawDetails?lawId=60835;Predlagač;Mirsad Đonlagić;DP
http://parlament.ba/olaw/OLawDetails?lawId=60835;Postupak u PDPSBiH;Redovni;DP
http://parlament.ba/olaw/OLawDetails?lawId=60835;Nadležna komisija;Ustavnopravna komisija;DP
http://parlament.ba/olaw/OLawDetails?lawId=60703;Naziv dokumenta;Prijedlog zakona o izmjenama i dopuni Zakona o krivičnom postupku Bosne i Hercegovine;PS
http://parlament.ba/olaw/OLawDetails?lawId=60703;Saziv;VII. (2014. - 2018.);PS
http://parlament.ba/olaw/OLawDetails?lawId=60703;Broj i datum Prijedloga zakona u DNPSBiH;02-02-1-668/18, od 10.7.2018.;PS
http://parlament.ba/olaw/OLawDetails?lawId=60703;Broj i datum Prijedloga zakona u PDPSBiH;01-02-1-668/18, od 5.3.2018.;PS
http://parlament.ba/olaw/OLawDetails?lawId=60703;Predlagač u DNPSBiH;Predstavnički dom;PS
http://parlament.ba/olaw/OLawDetails?lawId=60703;Predlagač u PDPSBiH;Amir Fazlić;PS
http://parlament.ba/olaw/OLawDetails?lawId=60703;Status u DNPSBiH;Odbijen;PS
http://parlament.ba/olaw/OLawDetails?lawId=60703;Red. br. i datum sjednice - tačka dnevnog reda;42.,   11.9.2018. Ad. 4.;DP
http://parlament.ba/olaw/OLawDetails?lawId=60703;Status u PDPSBiH;Usvojen;DP
http://parlament.ba/olaw/OLawDetails?lawId=60703;Red. br. i datum sjednice - tačka dnevnog reda;60.,   18.4.2018. Ad. 3.;DP
http://parlament.ba/olaw/OLawDetails?lawId=60703;Konačni status u PSBiH;Odbijen;DP
http://parlament.ba/olaw/OLawDetails?lawId=60703;Saziv;VII. (2014. - 2018.);DP
http://parlament.ba/olaw/OLawDetails?lawId=60703;Naziv dokumenta;Prijedlog zakona o izmjenama i dopuni Zakona o krivičnom postupku Bosne i Hercegovine;DP
http://parlament.ba/olaw/OLawDetails?lawId=60675;Naziv dokumenta;Prijedlog zakona o dopunama Zakona o sportu u Bosni i Hercegovini;PS
http://parlament.ba/olaw/OLawDetails?lawId=60675;Saziv;VII. (2014. - 2018.);PS
http://parlament.ba/olaw/OLawDetails?lawId=60675;Broj i datum Prijedloga zakona u PDPSBiH;01-02-1-647/18, od 2.3.2018.;PS
http://parlament.ba/olaw/OLawDetails?lawId=60675;Predlagač u PDPSBiH;Mirsad Đonlagić;PS
http://parlament.ba/olaw/OLawDetails?lawId=60675;Status u PDPSBiH;Obustavljen zakonodavni postupak;PS
http://parlament.ba/olaw/OLawDetails?lawId=60675;Red. br. i datum sjednice - tačka dnevnog reda;60.,   18.4.2018. Ad. 7.;PS
http://parlament.ba/olaw/OLawDetails?lawId=60675;Konačni status u PSBiH;Obustavljen zakonodavni postupak;PS
http://parlament.ba/olaw/OLawDetails?lawId=60675;Saziv;VII. (2014. - 2018.);DP
http://parlament.ba/olaw/OLawDetails?lawId=60675;Naziv dokumenta;Prijedlog zakona o dopunama Zakona o sportu u Bosni i Hercegovini;DP
http://parlament.ba/olaw/OLawDetails?lawId=60675;Broj i datum Prijedloga zakona;01-02-1-647/18, od 2.3.2018.;DP
http://parlament.ba/olaw/OLawDetails?lawId=60675;Predlagač;Mirsad Đonlagić;DP
http://parlament.ba/olaw/OLawDetails?lawId=60675;Postupak u PDPSBiH;Redovni;DP
http://parlament.ba/olaw/OLawDetails?lawId=60675;Nadležna komisija;Ustavnopravna komisija;DP
http://parlament.ba/olaw/OLawDetails?lawId=60646;Naziv dokumenta;Prijedlog zakona o izmjenama i dopunama Izbornog zakona Bosne i Hercegovine;PS
http://parlament.ba/olaw/OLawDetails?lawId=60646;Saziv;VII. (2014. - 2018.);PS
http://parlament.ba/olaw/OLawDetails?lawId=60646;Broj i datum Prijedloga zakona u DNPSBiH;02-02-1-629/18, od 12.3.2018.;PS
http://parlament.ba/olaw/OLawDetails?lawId=60646;Broj i datum Prijedloga zakona u PDPSBiH;01-02-1-629/18, od 28.2.2018.;PS
http://parlament.ba/olaw/OLawDetails?lawId=60646;Predlagač u DNPSBiH;Predstavnički dom;PS
http://parlament.ba/olaw/OLawDetails?lawId=60646;Predlagač u PDPSBiH;Denis Bećirović, Saša Magazinović, Mirsad Mešić, Damir Bećirović, Damir Arnaut, Mirsad Đonlagić, Fehim Škaljić;PS
http://parlament.ba/olaw/OLawDetails?lawId=60646;Status u DNPSBiH;Odbijen;PS
http://parlament.ba/olaw/OLawDetails?lawId=60646;Red. br. i datum sjednice - tačka dnevnog reda;40.,   5.6.2018. Ad. 7.;DP
http://parlament.ba/olaw/OLawDetails?lawId=60646;Status u PDPSBiH;Usvojen;DP
http://parlament.ba/olaw/OLawDetails?lawId=60646;Red. br. i datum sjednice - tačka dnevnog reda;58.,   7.3.2018. Ad. 3.;DP
http://parlament.ba/olaw/OLawDetails?lawId=60646;Konačni status u PSBiH;Odbijen;DP
http://parlament.ba/olaw/OLawDetails?lawId=60646;Saziv;VII. (2014. - 2018.);DP
http://parlament.ba/olaw/OLawDetails?lawId=60646;Naziv dokumenta;Prijedlog zakona o izmjenama i dopunama Izbornog zakona Bosne i Hercegovine;DP
http://parlament.ba/olaw/OLawDetails?lawId=60513;Naziv dokumenta;Prijedlog zakona o dopunama Zakona o prekršajima;PS
http://parlament.ba/olaw/OLawDetails?lawId=60513;Saziv;VII. (2014. - 2018.);PS
http://parlament.ba/olaw/OLawDetails?lawId=60513;Utvrđen na sjednici predlagača;130.. sjednica, održana 18.1.2018.;PS
http://parlament.ba/olaw/OLawDetails?lawId=60513;Broj i datum Prijedloga zakona u DNPSBiH;01,02-02-1-531/18, od 19.2.2018.;PS
http://parlament.ba/olaw/OLawDetails?lawId=60513;Broj i datum Prijedloga zakona u PDPSBiH;01,02-02-1-531/18, od 19.2.2018.;PS
http://parlament.ba/olaw/OLawDetails?lawId=60513;Predlagač u DNPSBiH;Vijeće ministara BiH;PS
http://parlament.ba/olaw/OLawDetails?lawId=60513;Predlagač u PDPSBiH;Vijeće ministara BiH;PS
http://parlament.ba/olaw/OLawDetails?lawId=60513;Status u DNPSBiH;Obustavljen zakonodavni postupak;DP
http://parlament.ba/olaw/OLawDetails?lawId=60513;Red. br. i datum sjednice - tačka dnevnog reda;;DP
http://parlament.ba/olaw/OLawDetails?lawId=60513;Status u PDPSBiH;Odbijen;DP
http://parlament.ba/olaw/OLawDetails?lawId=60513;Red. br. i datum sjednice - tačka dnevnog reda;60.,   18.4.2018. Ad. 5.;DP
http://parlament.ba/olaw/OLawDetails?lawId=60513;Konačni status u PSBiH;Odbijen;DP
http://parlament.ba/olaw/OLawDetails?lawId=60513;Saziv;VII. (2014. - 2018.);DP
http://parlament.ba/olaw/OLawDetails?lawId=60484;Naziv dokumenta;Prijedlog zakona o izmjenama Izbornog zakona Bosne i Hercegovine;PS
http://parlament.ba/olaw/OLawDetails?lawId=60484;Saziv;VII. (2014. - 2018.);PS
http://parlament.ba/olaw/OLawDetails?lawId=60484;Broj i datum Prijedloga zakona u PDPSBiH;01-02-1-507/18, od 15.2.2018.;PS
http://parlament.ba/olaw/OLawDetails?lawId=60484;Predlagač u PDPSBiH;Denis Bećirović, Saša Magazinović, Mirsad Mešić;PS
http://parlament.ba/olaw/OLawDetails?lawId=60484;Status u PDPSBiH;Odbijen;PS
http://parlament.ba/olaw/OLawDetails?lawId=60484;Red. br. i datum sjednice - tačka dnevnog reda;58.,   7.3.2018. Ad. 9.;PS
http://parlament.ba/olaw/OLawDetails?lawId=60484;Konačni status u PSBiH;Odbijen;PS
http://parlament.ba/olaw/OLawDetails?lawId=60484;Saziv;VII. (2014. - 2018.);DP
http://parlament.ba/olaw/OLawDetails?lawId=60484;Naziv dokumenta;Prijedlog zakona o izmjenama Izbornog zakona Bosne i Hercegovine;DP
http://parlament.ba/olaw/OLawDetails?lawId=60484;Broj i datum Prijedloga zakona;01-02-1-507/18, od 15.2.2018.;DP
http://parlament.ba/olaw/OLawDetails?lawId=60484;Predlagač;Denis Bećirović, Saša Magazinović, Mirsad Mešić;DP
http://parlament.ba/olaw/OLawDetails?lawId=60484;Postupak u PDPSBiH;Hitni;DP
http://parlament.ba/olaw/OLawDetails?lawId=60484;Status i faza postupka;Odbijen - PZ odbijen - nakon usvajanja zahtjeva za hitni postupak;DP
http://parlament.ba/olaw/OLawDetails?lawId=60468;Naziv dokumenta;Prijedlog zakona o dopuni Krivičnog zakona Bosne i Hercegovine;PS
http://parlament.ba/olaw/OLawDetails?lawId=60468;Saziv;VII. (2014. - 2018.);PS
http://parlament.ba/olaw/OLawDetails?lawId=60468;Broj i datum Prijedloga zakona u PDPSBiH;01-02-1-494/18, od 14.2.2018.;PS
http://parlament.ba/olaw/OLawDetails?lawId=60468;Predlagač u PDPSBiH;Saša Magazinović;PS
http://parlament.ba/olaw/OLawDetails?lawId=60468;Status u PDPSBiH;Odbijen;PS
http://parlament.ba/olaw/OLawDetails?lawId=60468;Red. br. i datum sjednice - tačka dnevnog reda;58.,   7.3.2018. Ad. 8.;PS
http://parlament.ba/olaw/OLawDetails?lawId=60468;Konačni status u PSBiH;Odbijen;PS
http://parlament.ba/olaw/OLawDetails?lawId=60468;Saziv;VII. (2014. - 2018.);DP
http://parlament.ba/olaw/OLawDetails?lawId=60468;Naziv dokumenta;Prijedlog zakona o dopuni Krivičnog zakona Bosne i Hercegovine;DP
http://parlament.ba/olaw/OLawDetails?lawId=60468;Broj i datum Prijedloga zakona;01-02-1-494/18, od 14.2.2018.;DP
http://parlament.ba/olaw/OLawDetails?lawId=60468;Predlagač;Saša Magazinović;DP
http://parlament.ba/olaw/OLawDetails?lawId=60468;Postupak u PDPSBiH;Hitni;DP
http://parlament.ba/olaw/OLawDetails?lawId=60468;Status i faza postupka;Odbijen - PZ odbijen - nakon usvajanja zahtjeva za hitni postupak;DP
http://parlament.ba/olaw/OLawDetails?lawId=60444;Naziv dokumenta;Prijedlog zakona o izmjenama i dopunama Zakona o službi u Oružanim snagama Bosne i Hercegovine;PS
http://parlament.ba/olaw/OLawDetails?lawId=60444;Saziv;VII. (2014. - 2018.);PS
http://parlament.ba/olaw/OLawDetails?lawId=60444;Utvrđen na sjednici predlagača;124. sjednica, održana 12.12.2017.;PS
http://parlament.ba/olaw/OLawDetails?lawId=60444;Broj i datum Prijedloga zakona u DNPSBiH;01,02-02-1-476/18, od 13.2.2018.;PS
